InitialCapital,FinalEquity,TotalReturn,MaxDrawdown,Sharpe,Trades,WinRate,ProfitFactor
10000.0,8730.797865157308,-0.12692021348426918,-0.39220605962208666,-0.0948186302409237,281,0.49466192170818507,0.925623981467537
